record num,title,author_list,date
280,Common genetic variants influence human subcortical brain structures.,"Derrek P Hibar,Jason L Stein,Miguel E Renteria,Alejandro Arias-Vasquez,Sylvane Desrivières,Neda Jahanshad,Roberto Toro,Katharina Wittfeld,Lucija Abramovic,Micael Andersson,Benjamin S Aribisala,Nicola J Armstrong,Manon Bernard,Marc M Bohlken,Marco P Boks,Janita Bralten,Andrew A Brown,M Mallar Chakravarty,Qiang Chen,Christopher R K Ching,Gabriel Cuellar-Partida,Anouk den Braber,Sudheer Giddaluru,Aaron L Goldman,Oliver Grimm,Tulio Guadalupe,Johanna Hass,Girma Woldehawariat,Avram J Holmes,Martine Hoogman,Deborah Janowitz,Tianye Jia,Sungeun Kim,Marieke Klein,Bernd Kraemer,Phil H Lee,Loes M Olde Loohuis,Michelle Luciano,Christine Macare,Karen A Mather,Manuel Mattheisen,Yuri Milaneschi,Kwangsik Nho,Martina Papmeyer,Adaikalavan Ramasamy,Shannon L Risacher,Roberto Roiz-Santiañez,Emma J Rose,Alireza Salami,Philipp G Sämann,Lianne Schmaal,Andrew J Schork,Jean Shin,Lachlan T Strike,Alexander Teumer,Marjolein M J van Donkelaar,Kristel R van Eijk,Raymond K Walters,Lars T Westlye,Christopher D Whelan,Anderson M Winkler,Marcel P Zwiers,Saud Alhusaini,Lavinia Athanasiu,Stefan Ehrlich,Marina M H Hakobjan,Cecilie B Hartberg,Unn K Haukvik,Angelien J G A M Heister,David Hoehn,Dalia Kasperaviciute,David C M Liewald,Lorna M Lopez,Remco R R Makkinje,Mar Matarin,Marlies A M Naber,D Reese McKay,Margaret Needham,Allison C Nugent,Benno Pütz,Natalie A Royle,Li Shen,Emma Sprooten,Daniah Trabzuni,Saskia S L van der Marel,Kimm J E van Hulzen,Esther Walton,Christiane Wolf,Laura Almasy,David Ames,Sampath Arepalli,Amelia A Assareh,Mark E Bastin,Henry Brodaty,Kazima B Bulayeva,Melanie A Carless,Sven Cichon,Aiden Corvin,Joanne E Curran,Michael Czisch,Greig I de Zubicaray,Allissa Dillman,Ravi Duggirala,Thomas D Dyer,Susanne Erk,Iryna O Fedko,Luigi Ferrucci,Tatiana M Foroud,Peter T Fox,Masaki Fukunaga,J Raphael Gibbs,Harald H H Göring,Robert C Green,Sebastian Guelfi,Narelle K Hansell,Catharina A Hartman,Katrin Hegenscheid,Andreas Heinz,Dena G Hernandez,Dirk J Heslenfeld,Pieter J Hoekstra,Florian Holsboer,Georg Homuth,Jouke-Jan Hottenga,Masashi Ikeda,Clifford R Jack,Mark Jenkinson,Robert Johnson,Ryota Kanai,Maria Keil,Jack W Kent,Peter Kochunov,John B Kwok,Stephen M Lawrie,Xinmin Liu,Dan L Longo,Katie L McMahon,Eva Meisenzahl,Ingrid Melle,Sebastian Mohnke,Grant W Montgomery,Jeanette C Mostert,Thomas W Mühleisen,Michael A Nalls,Thomas E Nichols,Lars G Nilsson,Markus M Nöthen,Kazutaka Ohi,Rene L Olvera,Rocio Perez-Iglesias,G Bruce Pike,Steven G Potkin,Ivar Reinvang,Simone Reppermund,Marcella Rietschel,Nina Romanczuk-Seiferth,Glenn D Rosen,Dan Rujescu,Knut Schnell,Peter R Schofield,Colin Smith,Vidar M Steen,Jessika E Sussmann,Anbupalam Thalamuthu,Arthur W Toga,Bryan J Traynor,Juan Troncoso,Jessica A Turner,Maria C Valdés Hernández,Dennis van 't Ent,Marcel van der Brug,Nic J A van der Wee,Marie-Jose van Tol,Dick J Veltman,Thomas H Wassink,Eric Westman,Ronald H Zielke,Alan B Zonderman,David G Ashbrook,Reinmar Hager,Lu Lu,Francis J McMahon,Derek W Morris,Robert W Williams,Han G Brunner,Randy L Buckner,Jan K Buitelaar,Wiepke Cahn,Vince D Calhoun,Gianpiero L Cavalleri,Benedicto Crespo-Facorro,Anders M Dale,Gareth E Davies,Norman Delanty,Chantal Depondt,Srdjan Djurovic,Wayne C Drevets,Thomas Espeseth,Randy L Gollub,Beng-Choon Ho,Wolfgang Hoffmann,Norbert Hosten,René S Kahn,Stephanie Le Hellard,Andreas Meyer-Lindenberg,Bertram Müller-Myhsok,Matthias Nauck,Lars Nyberg,Massimo Pandolfo,Brenda W J H Penninx,Joshua L Roffman,Sanjay M Sisodiya,Jordan W Smoller,Hans van Bokhoven,Neeltje E M van Haren,Henry Völzke,Henrik Walter,Michael W Weiner,Wei Wen,Tonya White,Ingrid Agartz,Ole A Andreassen,John Blangero,Dorret I Boomsma,Rachel M Brouwer,Dara M Cannon,Mark R Cookson,Eco J C de Geus,Ian J Deary,Gary Donohoe,Guillén Fernández,Simon E Fisher,Clyde Francks,David C Glahn,Hans J Grabe,Oliver Gruber,John Hardy,Ryota Hashimoto,Hilleke E Hulshoff Pol,Erik G Jönsson,Iwona Kloszewska,Simon Lovestone,Venkata S Mattay,Patrizia Mecocci,Colm McDonald,Andrew M McIntosh,Roel A Ophoff,Tomas Paus,Zdenka Pausova,Mina Ryten,Perminder S Sachdev,Andrew J Saykin,Andy Simmons,Andrew Singleton,Hilkka Soininen,Joanna M Wardlaw,Michael E Weale,Daniel R Weinberger,Hieab H H Adams,Lenore J Launer,Stephan Seiler,Reinhold Schmidt,Ganesh Chauhan,Claudia L Satizabal,James T Becker,Lisa Yanek,Sven J van der Lee,Maritza Ebling,Bruce Fischl,W T Longstreth,Douglas Greve,Helena Schmidt,Paul Nyquist,Louis N Vinke,Cornelia M van Duijn,Luting Xue,Bernard Mazoyer,Joshua C Bis,Vilmundur Gudnason,Sudha Seshadri,M Arfan Ikram,Alzheimer’s Disease Neuroimaging Initiative,CHARGE Consortium,EPIGEN,IMAGEN,SYS,Nicholas G Martin,Margaret J Wright,Gunter Schumann,Barbara Franke,Paul M Thompson,Sarah E Medland",2015
281,Associations of resting-state fMRI functional connectivity with flow-BOLD coupling and regional vasculature.,"Sungho Tak,Jonathan R Polimeni,Danny J J Wang,Lirong Yan,J Jean Chen",2015
282,"An Automated, Adaptive Framework for Optimizing Preprocessing Pipelines in Task-Based Functional MRI.","Nathan W Churchill,Robyn Spring,Babak Afshin-Pour,Fan Dong,Stephen C Strother",2015
283,Neighborhood greenspace and health in a large urban center.,"Omid Kardan,Peter Gozdyra,Bratislav Misic,Faisal Moola,Lyle J Palmer,Tomáš Paus,Marc G Berman",2015
284,'My Virtual Dream': Collective Neurofeedback in an Immersive Art Environment.,"Natasha Kovacevic,Petra Ritter,William Tays,Sylvain Moreno,Anthony Randal McIntosh",2015
285,Age differences in brain activity related to unsuccessful declarative memory retrieval.,"Cheryl L Grady,Marie St-Laurent,Hana Burianová",2014
286,Psychological characteristics of patients with myotonic dystrophy type 1.,"J A Bertrand,S Jean,L Laberge,C Gagnon,J Mathieu,J F Gagnon,L Richer",2014
287,How many separable sources? Model selection in independent components analysis.,"Roger P Woods,Lars Kai Hansen,Stephen Strother",2015
288,Rhythm and interpersonal synchrony in early social development.,"Laurel J Trainor,Laura Cirelli",
289,The neuropsychological profile of vascular cognitive impairment not demented: a meta-analysis.,"Brandon P Vasquez,Konstantine K Zakzanis",2014
290,Threat of death and autobiographical memory: a study of passengers from Flight AT236.,"Margaret C McKinnon,Daniela J Palombo,Anthony Nazarov,Namita Kumar,Wayne Khuu,Brian Levine",
291,Focus group reflections on the current and future state of cognitive assessment tools in geriatric health care.,"Jocelyne C Whitehead,Sara A Gambino,Jeffrey D Richter,Jennifer D Ryan",2015
292,BRAIN NETWORKS. Correlated gene expression supports synchronous activity in brain networks.,"Jonas Richiardi,Andre Altmann,Anna-Clare Milazzo,Catie Chang,M Mallar Chakravarty,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Uli Bromberg,Christian Büchel,Patricia Conrod,Mira Fauth-Bühler,Herta Flor,Vincent Frouin,Jürgen Gallinat,Hugh Garavan,Penny Gowland,Andreas Heinz,Hervé Lemaître,Karl F Mann,Jean-Luc Martinot,Frauke Nees,Tomáš Paus,Zdenka Pausova,Marcella Rietschel,Trevor W Robbins,Michael N Smolka,Rainer Spanagel,Andreas Ströhle,Gunter Schumann,Mike Hawrylycz,Jean-Baptiste Poline,Michael D Greicius,IMAGEN consortium",2015
293,Computational modeling of resting-state activity demonstrates markers of normalcy in children with prenatal or perinatal stroke.,"Mohit H Adhikari,Anjali Raja Beharelle,Alessandra Griffa,Patric Hagmann,Ana Solodkin,Anthony R McIntosh,Steven L Small,Gustavo Deco",
294,Long-Term Recency in Anterograde Amnesia.,"Deborah Talmi,Jeremy B Caplan,Brian Richards,Morris Moscovitch",2015
295,Association of Protein Phosphatase PPM1G With Alcohol Use Disorder and Brain Activity During Behavioral Control in a Genome-Wide Methylation Analysis.,"Barbara Ruggeri,Charlotte Nymberg,Eero Vuoksimaa,Anbarasu Lourdusamy,Cybele P Wong,Fabiana M Carvalho,Tianye Jia,Anna Cattrell,Christine Macare,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Uli Bromberg,Christian Büchel,Patricia J Conrod,Mira Fauth-Bühler,Herta Flor,Vincent Frouin,Jürgen Gallinat,Hugh Garavan,Penny Gowland,Andreas Heinz,Bernd Ittermann,Jean-Luc Martinot,Frauke Nees,Zdenka Pausova,Tomáš Paus,Marcella Rietschel,Trevor Robbins,Michael N Smolka,Rainer Spanagel,Georgy Bakalkin,Jonathan Mill,Wolfgang H Sommer,Richard J Rose,Jia Yan,Fazil Aliev,Danielle Dick,Jaakko Kaprio,Sylvane Desrivières,Gunter Schumann,IMAGEN Consortium",2015
296,Publication Bias and the Validity of Evidence: What's the Connection?,"Ellen Bialystok,Judith F Kroll,David W Green,Brian MacWhinney,Fergus I M Craik",2015
297,Hierarchical neurocomputations underlying concurrent sound segregation: connecting periphery to percept.,"Gavin M Bidelman,Claude Alain",2014
298,Sleep-dependent neuroplastic changes during auditory perceptual learning.,"Claude Alain,Kuang Da Zhu,Yu He,Bernhard Ross",2014
299,Acceptability of an e-learning program to help nursing assistants manage relationship conflict in nursing homes.,"Elsa Marziali,Corey Scott Mackenzie,Illia Tchernikov",2014
300,"Aging, neurodegenerative disease, and traumatic brain injury: the role of neuroimaging.","Carrie Esopenko,Brian Levine",2014
301,Age differences in the default network at rest and the relation to self-referential processing.,"Cristina Saverino,Omer Grigg,Nathan W Churchill,Cheryl L Grady",2014
302,Single nucleotide polymorphism in the neuroplastin locus associates with cortical thickness and intellectual ability in adolescents.,"S Desrivières,A Lourdusamy,C Tao,R Toro,T Jia,E Loth,L M Medina,A Kepa,A Fernandes,B Ruggeri,F M Carvalho,G Cocks,T Banaschewski,G J Barker,A L W Bokde,C Büchel,P J Conrod,H Flor,A Heinz,J Gallinat,H Garavan,P Gowland,R Brühl,C Lawrence,K Mann,M L P Martinot,F Nees,M Lathrop,J-B Poline,M Rietschel,P Thompson,M Fauth-Bühler,M N Smolka,Z Pausova,T Paus,J Feng,G Schumann,IMAGEN Consortium",2014
303,"Rapid tuning of auditory ""what"" and ""where"" pathways by training.","Yi Du,Yu He,Stephen R Arnott,Bernhard Ross,Xihong Wu,Liang Li,Claude Alain",2013
304,Pitch expertise is not created equal: Cross-domain effects of musicianship and tone language experience on neural and behavioural discrimination of speech and music.,"Stefanie Hutka,Gavin M Bidelman,Sylvain Moreno",2015
305,Robust regression for large-scale neuroimaging studies.,"Virgile Fritsch,Benoit Da Mota,Eva Loth,Gaël Varoquaux,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Rüdiger Brühl,Brigitte Butzek,Patricia Conrod,Herta Flor,Hugh Garavan,Hervé Lemaitre,Karl Mann,Frauke Nees,Tomas Paus,Daniel J Schad,Gunter Schümann,Vincent Frouin,Jean-Baptiste Poline,Bertrand Thirion,IMAGEN consortium",2015
306,Quantitative comparison of 21 protocols for labeling hippocampal subfields and parahippocampal subregions in in vivo MRI: towards a harmonized segmentation protocol.,"Paul A Yushkevich,Robert S C Amaral,Jean C Augustinack,Andrew R Bender,Jeffrey D Bernstein,Marina Boccardi,Martina Bocchetta,Alison C Burggren,Valerie A Carr,M Mallar Chakravarty,Gaël Chételat,Ana M Daugherty,Lila Davachi,Song-Lin Ding,Arne Ekstrom,Mirjam I Geerlings,Abdul Hassan,Yushan Huang,J Eugenio Iglesias,Renaud La Joie,Geoffrey A Kerchner,Karen F LaRocque,Laura A Libby,Nikolai Malykhin,Susanne G Mueller,Rosanna K Olsen,Daniela J Palombo,Mansi B Parekh,John B Pluta,Alison R Preston,Jens C Pruessner,Charan Ranganath,Naftali Raz,Margaret L Schlichting,Dorothee Schoemaker,Sachi Singh,Craig E L Stark,Nanthia Suthana,Alexa Tompary,Marta M Turowski,Koen Van Leemput,Anthony D Wagner,Lei Wang,Julie L Winterburn,Laura E M Wisse,Michael A Yassa,Michael M Zeineh,Hippocampal Subfields Group (HSG)",2015
307,Mistakes as stepping stones: Effects of errors on episodic memory among younger and older adults.,"Andrée-Ann Cyr,Nicole D Anderson",2014
308,Social inference deficits in temporal lobe epilepsy and lobectomy: risk factors and neural substrates.,"Melanie Cohn,Marie St-Laurent,Alexander Barnett,Mary Pat McAndrews",2014
309,Gray- and white-matter anatomy of absolute pitch possessors.,"Anders Dohn,Eduardo A Garza-Villarreal,M Mallar Chakravarty,Mads Hansen,Jason P Lerch,Peter Vuust",2013
310,Functional and effective hippocampal-neocortical connectivity during construction and elaboration of autobiographical memory retrieval.,"Cornelia McCormick,Marie St-Laurent,Ambrose Ty,Taufik A Valiante,Mary Pat McAndrews",2013
311,Decoding the Formation of New Semantics: MVPA Investigation of Rapid Neocortical Plasticity during Associative Encoding through Fast Mapping.,"Tali Atir-Sharon,Asaf Gilboa,Hananel Hazan,Ester Koilis,Larry M Manevitz",2015
312,Cognitive reserve in Parkinson's disease: the effects of welsh-english bilingualism on executive function.,"John V Hindle,Pamela A Martin-Forbes,Alexandra J M Bastable,Kirstie L Pye,Anthony Martyr,Christopher J Whitaker,Fergus I M Craik,Ellen Bialystok,Enlli M Thomas,Virginia C Mueller Gathercole,Linda Clare",2015
313,CYP17A1 and Blood Pressure Reactivity to Stress in Adolescence.,"Mariel Van Woudenberg,Jean Shin,Manon Bernard,Catriona Syme,Michal Abrahamowicz,Gabriel Leonard,Michel Perron,Louis Richer,Suzanna Veillette,Daniel Gaudet,Tomas Paus,Zdenka Pausova",2015
314,Musical training orchestrates coordinated neuroplasticity in auditory brainstem and cortex to counteract age-related declines in categorical vowel perception.,"Gavin M Bidelman,Claude Alain",
315,Localization of electrophysiological responses to semantic and syntactic anomalies in language comprehension with MEG.,"Aneta Kielar,Lilia Panamsky,Kira A Links,Jed A Meltzer",2014
316,Brain network activity in monolingual and bilingual older adults.,"Cheryl L Grady,Gigi Luk,Fergus I M Craik,Ellen Bialystok",2014
317,Prenatal exposure to cigarette smoke interacts with OPRM1 to modulate dietary preference for fat.,"Ken W K Lee,Michal Abrahamowicz,Gabriel T Leonard,Louis Richer,Michel Perron,Suzanne Veillette,Eva Reischl,Luigi Bouchard,Daniel Gaudet,Tomas Paus,Zdenka Pausova",
318,Self-report measures of well-being predict incident harm due to self-neglect in cognitively impaired seniors who live alone.,"Jocelyn Charles,Gary Naglie,Jacques Lee,Rahim Moineddin,Susan Jaglal,Mary C Tierney",
319,Speech-in-speech listening on the LiSN-S test by older adults with good audiograms depends on cognition and hearing acuity at high frequencies.,"Jana Besser,Joost M Festen,S Theo Goverts,Sophia E Kramer,M Kathleen Pichora-Fuller",
320,MEG-based detection and localization of perilesional dysfunction in chronic stroke.,"Ron K O Chu,Allen R Braun,Jed A Meltzer",2015
321,Neurogenetic variations in norepinephrine availability enhance perceptual vividness.,"Rebecca M Todd,Mana R Ehlers,Daniel J Müller,Amanda Robertson,Daniela J Palombo,Natalie Freeman,Brian Levine,Adam K Anderson",
322,The role of relational binding in item memory: evidence from face recognition in a case of developmental amnesia.,"Rosanna K Olsen,Yunjo Lee,Jana Kube,R Shayna Rosenbaum,Cheryl L Grady,Morris Moscovitch,Jennifer D Ryan",
323,Comparing cerebrovascular reactivity measured using BOLD and cerebral blood flow MRI: The effect of basal vascular tension on vasodilatory and vasoconstrictive reactivity.,"Sheliza Halani,Jonathan B Kwinta,Ali M Golestani,Yasha B Khatamian,J Jean Chen",2015
324,Parahippocampal cortex is involved in material processing via echoes in blind echolocation experts.,"Jennifer L Milne,Stephen R Arnott,Daniel Kish,Melvyn A Goodale,Lore Thaler",2014
325,Changes in the adolescent brain and the pathophysiology of psychotic disorders.,"Matcheri S Keshavan,Jay Giedd,Jennifer Y F Lau,David A Lewis,Tomáš Paus",2014
326,Association with emotional information alters subsequent processing of neutral faces.,"Lily Riggs,Takako Fujioka,Jessica Chan,Douglas A McQuiggan,Adam K Anderson,Jennifer D Ryan",2014
327,Development and evaluation of a self-administered on-line test of memory and attention for middle-aged and older adults.,"Angela K Troyer,Gillian Rowe,Kelly J Murphy,Brian Levine,Larry Leach,Lynn Hasher",2014
328,A working memory account of refixations in visual search.,"Kelly Shen,Anthony R McIntosh,Jennifer D Ryan",2014
329,Early stage second-language learning improves executive control: evidence from ERP.,"Margot D Sullivan,Monika Janus,Sylvain Moreno,Lori Astheimer,Ellen Bialystok",2014
330,Alterations in attention capture to auditory emotional stimuli in job burnout: an event-related potential study.,"Laura Sokka,Minna Huotilainen,Marianne Leinikka,Jussi Korpela,Andreas Henelius,Claude Alain,Kiti Müller,Satu Pakarinen",2014
331,Conceptual processing of distractors by older but not younger adults.,"Tarek Amer,Lynn Hasher",2014
332,Congenital absence of the mammillary bodies: a novel finding in a well-studied case of developmental amnesia.,"R Shayna Rosenbaum,Fuqiang Gao,Kie Honjo,Charles Raybaud,Rosanna K Olsen,Daniela J Palombo,Brian Levine,Sandra E Black",2014
333,Does resting-state connectivity reflect depressive rumination? A tale of two analyses.,"Marc G Berman,Bratislav Misic,Martin Buschkuehl,Ethan Kross,Patricia J Deldin,Scott Peltier,Nathan W Churchill,Susanne M Jaeggi,Vasily Vakorin,Anthony R McIntosh,John Jonides",2014
334,Adiposity is associated with structural properties of the adolescent brain.,"Deborah H Schwartz,Erin Dickie,Melissa M Pangelinan,Gabriel Leonard,Michel Perron,G Bruce Pike,Louis Richer,Suzanne Veillette,Zdenka Pausova,Tomáš Paus",2014
335,A computerized tablet with visual feedback of hand position for functional magnetic resonance imaging.,"Mahta Karimpoor,Fred Tam,Stephen C Strother,Corinne E Fischer,Tom A Schweizer,Simon J Graham",2015
336,Music training and inhibitory control: a multidimensional model.,"Sylvain Moreno,Faranak Farzan",
337,Presymptomatic cognitive and neuroanatomical changes in genetic frontotemporal dementia in the Genetic Frontotemporal dementia Initiative (GENFI) study: a cross-sectional analysis.,"Jonathan D Rohrer,Jennifer M Nicholas,David M Cash,John van Swieten,Elise Dopper,Lize Jiskoot,Rick van Minkelen,Serge A Rombouts,M Jorge Cardoso,Shona Clegg,Miklos Espak,Simon Mead,David L Thomas,Enrico De Vita,Mario Masellis,Sandra E Black,Morris Freedman,Ron Keren,Bradley J MacIntosh,Ekaterina Rogaeva,David Tang-Wai,Maria Carmela Tartaglia,Robert Laforce,Fabrizio Tagliavini,Pietro Tiraboschi,Veronica Redaelli,Sara Prioni,Marina Grisoli,Barbara Borroni,Alessandro Padovani,Daniela Galimberti,Elio Scarpini,Andrea Arighi,Giorgio Fumagalli,James B Rowe,Ian Coyle-Gilchrist,Caroline Graff,Marie Fallström,Vesna Jelic,Anne Kinhult Ståhlbom,Christin Andersson,Håkan Thonberg,Lena Lilius,Giovanni B Frisoni,Michela Pievani,Martina Bocchetta,Luisa Benussi,Roberta Ghidoni,Elizabeth Finger,Sandro Sorbi,Benedetta Nacmias,Gemma Lombardi,Cristina Polito,Jason D Warren,Sebastien Ourselin,Nick C Fox,Martin N Rossor,Giuliano Binetti",2015
